year,gender,name,counts,prop
1880,F,Mary,7065,0.07764333520160892
1880,F,Anna,2604,0.028617585968151397
1880,F,Emma,2003,0.022012682294242414
1880,F,Elizabeth,1939,0.021309331487037463
1880,F,Minnie,1746,0.019188289209060037
