gender,year,ending,counts,prop
M,1894,e,15952,0.13778449578924637
M,1894,f,114,0.0009846685381127186
M,1894,g,186,0.0016065644569207514
M,1894,h,4825,0.04167566400345498
M,1894,i,139,0.0012006046210321746
M,1894,k,4470,0.03860937162599871
M,1894,l,7131,0.06159360829194559
M,1894,m,8879,0.07669185920967395
M,1894,n,16453,0.1421118548909523
M,1894,o,1333,0.011513711941265386
M,1894,p,340,0.0029367307277045995
M,1894,r,8732,0.07542215504210753
M,1894,s,15548,0.134294968689268
M,1894,t,7579,0.06546318289786224
M,1894,u,18,0.0001554739797020082
M,1894,v,19,0.00016411142301878644
M,1894,w,779,0.006728568343770245
M,1894,x,373,0.0032217663571582813
M,1894,y,9905,0.08555387605268841
M,1894,z,24,0.00020729863960267762
M,1895,a,750,0.006388524506380006
M,1895,b,359,0.0030579737303872297
M,1895,c,246,0.0020954360380926423
M,1895,d,11742,0.10001873967188539
M,1895,e,16404,0.1397298080035435
M,1895,f,109,0.0009284655615938943
M,1895,g,222,0.001891003253888482
M,1895,h,4873,0.041508373226119694
M,1895,i,127,0.0010817901497470145
M,1895,k,4686,0.039915501115862284
M,1895,l,7211,0.06142353362067497
M,1895,m,8869,0.07554643179611237
M,1895,n,16829,0.14334997189049217
M,1895,o,1342,0.011431199850082625
M,1895,p,320,0.002725770456055469
M,1895,r,8792,0.07489054328012403
M,1895,s,15786,0.13446566381028638
M,1895,t,7774,0.06621918601679756
M,1895,u,9,7.666229407656008e-05
M,1895,v,19,0.0001618426208282935
M,1895,w,739,0.0062948261469531
M,1895,x,387,0.0032964786452920835
M,1895,y,9783,0.08333191366122081
M,1895,z,20,0.00017036065350346685
M,1896,a,701,0.00586242943759147
M,1896,b,321,0.0026845076311938112
M,1896,c,295,0.0024670708760192346
M,1896,d,12302,0.10288103700606314
M,1896,e,16498,0.13797198411039097
M,1896,f,115,0.0009617394940413966
M,1896,g,196,0.0016391386159314238
M,1896,h,5012,0.041915116035960695
M,1896,i,119,0.000995191302529793
M,1896,k,4580,0.038302320719213884
M,1896,l,7374,0.06166840894835877
M,1896,m,9397,0.07858666109136525
M,1896,n,16816,0.14063140288521847
M,1896,o,1394,0.011657955258206147
M,1896,p,345,0.0028852184821241897
M,1896,r,8943,0.07478988082793225
M,1896,s,15773,0.13190884382186913
M,1896,t,8094,0.06768973447627012
M,1896,u,15,0.0001254442818314865
M,1896,v,33,0.0002759774200292703
M,1896,w,758,0.006339117708551119
M,1896,x,444,0.0037131507422120008
M,1896,y,10035,0.08392222454526448
M,1896,z,15,0.0001254442818314865
M,1897,a,652,0.005782192266761263
M,1897,b,276,0.002447676481021639
M,1897,c,290,0.002571833983682157
M,1897,d,11500,0.1019865200425683
M,1897,e,15827,0.1403600567577155
M,1897,f,120,0.001064207165661582
M,1897,g,205,0.0018180205746718694
M,1897,h,4660,0.04132671159985811
M,1897,i,104,0.0009223128769067045
M,1897,k,4424,0.03923377084072366
M,1897,l,7085,0.06283256473926925
M,1897,m,8625,0.07648989003192622
M,1897,n,15799,0.14011174175239446
M,1897,o,1281,0.011360411493437389
M,1897,p,305,0.0027048598793898543
M,1897,r,8356,0.07410429230223484
M,1897,s,14956,0.13263568641362186
M,1897,t,7740,0.06864136218517204
M,1897,u,25,0.0002217098261794963
M,1897,v,16,0.00014189428875487761
M,1897,w,729,0.006465058531394111
M,1897,x,380,0.0033699893579283435
M,1897,y,9391,0.08328307910606599
M,1897,z,14,0.0001241575026605179
M,1898,a,732,0.005965624312364001
M,1898,b,337,0.002746469116484519
M,1898,c,242,0.0019722419174755305
M,1898,d,12870,0.10488741106574412
M,1898,e,17326,0.1412027415792605
M,1898,f,110,0.0008964735988525139
M,1898,g,197,0.0016055027179449565
M,1898,h,5194,0.04232985338581779
M,1898,i,107,0.0008720243188838089
M,1898,k,4734,0.03858096379061637
M,1898,l,7640,0.06226416632030187
M,1898,m,9040,0.07367383030569749
M,1898,n,17131,0.13961353838129467
M,1898,o,1506,0.01227353854428987
M,1898,p,362,0.0029502131162237274
M,1898,r,8600,0.07008793591028745
M,1898,s,15826,0.12897810159490802
M,1898,t,8337,0.06794454903303097
M,1898,u,10,8.149759989568308e-05
M,1898,v,23,0.00018744447976007107
M,1898,w,809,0.00659315583156076
M,1898,x,434,0.0035369958354726453
M,1898,y,11121,0.09063348084398914
M,1898,z,15,0.00012224639984352462
M,1899,a,585,0.005507541094729707
M,1899,b,278,0.002617258845016852
M,1899,c,231,0.0021747726374060894
M,1899,d,11155,0.10501986480634168
M,1899,e,15174,0.14285714285714285
M,1899,f,83,0.0007814118134402832
M,1899,g,162,0.001525165226232842
M,1899,h,4562,0.04294940593872978
M,1899,i,101,0.0009508746163550434
M,1899,k,4243,0.03994614848707375
M,1899,l,6891,0.06487600971586736
M,1899,m,7503,0.07063774501496922
M,1899,n,14935,0.14060705341844132
M,1899,o,1200,0.011297520194317347
M,1899,p,324,0.003050330452465684
M,1899,r,7494,0.07055301361351184
M,1899,s,13852,0.13041104144306992
M,1899,t,7276,0.06850063077821085
M,1899,u,13,0.0001223898021051046
M,1899,v,18,0.0001694628029147602
M,1899,w,730,0.006872658118209719
M,1899,x,382,0.0035963772618576887
M,1899,y,9008,0.08480671825867556
M,1899,z,18,0.0001694628029147602
M,1900,a,870,0.00577865749166412
M,1900,b,372,0.002470874237815003
M,1900,c,299,0.001985998379319048
M,1900,d,15499,0.10294645110724392
M,1900,e,22731,0.1509823717735829
M,1900,f,116,0.0007704876655552161
M,1900,g,253,0.0016804601671161178
M,1900,h,6234,0.04140706988854497
M,1900,i,155,0.001029530932422918
M,1900,k,6074,0.04034432828088261
M,1900,l,9317,0.061884772241189205
M,1900,m,10805,0.07176826919244922
M,1900,n,20723,0.13764496459742018
M,1900,o,1770,0.011756579034764935
M,1900,p,432,0.0028694023406883908
M,1900,r,10288,0.06833428537269019
M,1900,s,20059,0.13323458692562137
M,1900,t,10265,0.06818151626658873
M,1900,u,27,0.00017933764629302442
M,1900,v,19,0.00012620056590990607
M,1900,w,949,0.006303386160447414
M,1900,x,528,0.003507047305285811
M,1900,y,12746,0.08466065332040332
M,1900,z,23,0.00015276910610146526
M,1901,a,633,0.005944890024230358
M,1901,b,234,0.002197637070568568
M,1901,c,219,0.002056762899378275
M,1901,d,11371,0.10679201337365465
M,1901,e,15687,0.14732620823080825
M,1901,f,99,0.0009297695298559327
M,1901,g,161,0.0015120494374424765
M,1901,h,4505,0.042309209414151276
M,1901,i,86,0.0008076785814910123
M,1901,k,4057,0.03810176750126787
M,1901,l,6966,0.06542196510077199
M,1901,m,7326,0.06880294520933902
M,1901,n,15059,0.14142827626364132
M,1901,o,1336,0.012547192847348747
M,1901,p,316,0.0029677492064088353
M,1901,r,7470,0.07015533725276583
M,1901,s,13965,0.13115385337816263
M,1901,t,7270,0.06827701497022859
M,1901,u,7,6.574127988880332e-05
M,1901,v,15,0.00014087417119029282
M,1901,w,626,0.0058791487443415535
M,1901,x,347,0.0032588891602021073
M,1901,y,8705,0.08175397734743327
M,1901,z,18,0.0001690490054283514
M,1902,a,650,0.005299201043534975
M,1902,b,305,0.0024865481819664114
M,1902,c,260,0.0021196804174139897
M,1902,d,13250,0.10802217511821295
M,1902,e,18287,0.14908690689711399
M,1902,f,100,0.0008152616990053808
M,1902,g,221,0.0018017283548018913
M,1902,h,5210,0.04247513451818034
M,1902,i,120,0.0009783140388064568
M,1902,k,4572,0.03727376487852601
M,1902,l,8006,0.06526985162237078
M,1902,m,8245,0.06721832708299363
M,1902,n,17251,0.14064079569541824
M,1902,o,1611,0.013133865970976684
M,1902,p,339,0.002763737159628241
M,1902,r,8393,0.0684249143975216
M,1902,s,16063,0.1309554867112343
M,1902,t,8499,0.0692890917984673
M,1902,u,13,0.0001059840208706995
M,1902,v,13,0.00010598402087069949
M,1902,w,724,0.0059024947007989565
M,1902,x,459,0.0037420511984346976
M,1902,y,10046,0.08190119028208055
M,1902,z,23,0.00018751019077123756
M,1903,a,599,0.005023482053002348
M,1903,b,288,0.0024152968802415298
M,1903,c,259,0.002172089902717209
M,1903,d,13066,0.10957732304595774
M,1903,e,17727,0.14866655484736666
M,1903,f,94,0.0007883260650788326
M,1903,g,219,0.0018366320026836631
M,1903,h,5155,0.043232136866823215
M,1903,i,120,0.0010063737001006375
M,1903,k,4549,0.03814994968131499
M,1903,l,7800,0.06541429050654143
M,1903,m,7855,0.06587554511908755
M,1903,n,16853,0.14133679973163368
M,1903,o,1618,0.013569272056356926
M,1903,p,357,0.002993961757799396
M,1903,r,8183,0.06862629989936263
M,1903,s,15485,0.12986413955048642
M,1903,t,8309,0.0696829922844683
M,1903,u,11,9.225092250922509e-05
M,1903,v,15,0.00012579671251257966
M,1903,w,700,0.005870513250587051
M,1903,x,384,0.0032203958403220394
M,1903,y,9576,0.08030862126803086
M,1903,z,18,0.0001509560550150956
M,1904,a,624,0.004870091860546793
M,1904,b,334,0.0026067478868952386
M,1904,c,299,0.0023335856831786716
M,1904,d,14009,0.10933512319615388
M,1904,e,19107,0.14912314932606982
M,1904,f,129,0.0010067978365553465
M,1904,g,249,0.0019433539635835759
M,1904,h,5548,0.043300111606271806
M,1904,i,117,0.0009131422238525236
M,1904,k,4918,0.038383191939373604
M,1904,l,8174,0.06379508151940623
M,1904,m,8111,0.0633033895527164
M,1904,n,18341,0.14314479938187297
M,1904,o,1738,0.013564454573125521
M,1904,p,417,0.0032545325414230974
M,1904,r,8706,0.06794714701589805
M,1904,s,16667,0.13007984140982917
M,1904,t,9120,0.07117826565414544
M,1904,u,7,5.463244074331338e-05
M,1904,v,16,0.0001248741502704306
M,1904,w,694,0.005416416267979927
M,1904,x,446,0.0034808669387882524
M,1904,y,10345,0.08073894278422528
M,1904,z,13,0.00010146024709472486
M,1905,a,651,0.004919928354960361
M,1905,b,300,0.002267248089843484
M,1905,c,295,0.002229460621679426
M,1905,d,14585,0.1102260446345574
M,1905,e,20113,0.15200386943674
M,1905,f,115,0.0008691117677733357
M,1905,g,242,0.0018289134591404107
M,1905,h,5706,0.04312305866882307
M,1905,i,122,0.000922014223203017
M,1905,k,4907,0.037084621256206596
M,1905,l,8649,0.06536476243018766
M,1905,m,8191,0.061903430346359936
M,1905,n,18846,0.1424285250039677
M,1905,o,1717,0.012976216567537542
M,1905,p,393,0.0029700949976949644
M,1905,r,8994,0.06797209773350767
M,1905,s,17250,0.13036676516600035
M,1905,t,9424,0.07122181999561665
M,1905,u,13,9.824741722655098e-05
M,1905,v,22,0.00016626485992185552
M,1905,w,786,0.005940189995389929
M,1905,x,472,0.003567136994687082
M,1905,y,10497,0.07933101066362351
M,1905,z,29,0.0002191673153515368
M,1906,a,654,0.004911421683851636
M,1906,b,276,0.002072710068414452
M,1906,c,315,0.00236559301286432
M,1906,d,14892,0.1118362258653189
M,1906,e,19721,0.14810114224348336
M,1906,f,139,0.0010438648532956841
M,1906,g,266,0.00199761187752987
M,1906,h,6024,0.04523915018887195
M,1906,i,107,0.000803550642465023
M,1906,k,4870,0.03657281896079123
M,1906,l,8816,0.06620656508384713
M,1906,m,8181,0.061437829962676195
M,1906,n,18835,0.1414474425311094
M,1906,o,1827,0.013720439474613056
M,1906,p,429,0.00322171238894855
M,1906,r,8931,0.06707019427901982
M,1906,s,17388,0.13058073431011047
M,1906,t,9644,0.07242469528909048
M,1906,v,14,0.00010513746723841423
M,1906,w,804,0.00603789454712036
M,1906,x,511,0.003837517554202119
M,1906,y,10491,0.07878551205701455
M,1906,z,24,0.00018023565812299582
M,1907,a,751,0.005114479903022378
M,1907,b,353,0.0024040098612075895
M,1907,c,310,0.002111170133071821
M,1907,d,16547,0.11268881352238522
M,1907,e,21670,0.147577602527956
M,1907,f,150,0.0010215339353573326
M,1907,g,330,0.002247374657786132
M,1907,h,6506,0.04430733188956537
M,1907,i,139,0.0009466214467644615
M,1907,k,5242,0.035699205927620915
M,1907,l,9650,0.06571868317465507
M,1907,m,8720,0.0593851727754396
M,1907,n,21046,0.14332802135686948
M,1907,o,2261,0.01539792151895286
M,1907,p,511,0.0034800256064506465
M,1907,r,9811,0.06681512959860526
M,1907,s,19001,0.12940110870483118
M,1907,t,10676,0.07270597529249921
M,1907,u,19,0.00012939429847859548
M,1907,v,13,8.853294106430215e-05
M,1907,w,934,0.006360751304158324
M,1907,x,557,0.003793296013293562
M,1907,y,11607,0.0790462959179504
M,1907,z,34,0.00023154769201432873
M,1908,a,743,0.004814078100804075
M,1908,b,333,0.0021575881663092283
M,1908,c,351,0.0022742145536772946
M,1908,d,17579,0.11389862575240219
M,1908,e,22266,0.14426684117429814
M,1908,f,147,0.0009524488301725422
M,1908,g,377,0.002442674890986724
M,1908,h,7099,0.045996151329216854
M,1908,i,146,0.000945969586429872
M,1908,k,5580,0.03615418008410058
M,1908,l,10270,0.06654183323722455
M,1908,m,9344,0.0605420535315118
M,1908,n,22093,0.14314593200681616
M,1908,o,2272,0.014720841783347047
M,1908,p,468,0.003032286071569726
M,1908,r,10442,0.06765626316096385
M,1908,s,20067,0.13001898418416602
M,1908,t,11001,0.07127816041311658
M,1908,u,21,0.0001360641185960775
M,1908,v,22,0.0001425433623387478
M,1908,w,952,0.006168240043022178
M,1908,x,604,0.003913463220572895
M,1908,y,12130,0.07859322659859141
M,1908,z,32,0.00020733579976545138
M,1909,a,790,0.004817572553252472
M,1909,b,361,0.002201447711043218
M,1909,c,409,0.002494160980101596
M,1909,d,18940,0.11549977741595166
M,1909,e,23746,0.14480769348042175
M,1909,f,142,0.0008659434209643683
M,1909,g,332,0.0020246001109871146
M,1909,h,7435,0.04534006573852168
M,1909,i,163,0.0009940054761774088
M,1909,k,5812,0.03544269832848527
M,1909,l,10763,0.06563485239323588
M,1909,m,9895,0.06034162077776355
M,1909,n,23647,0.14420397236298885
M,1909,o,2665,0.016251684625845364
M,1909,p,575,0.0035064610355951533
M,1909,r,10730,0.06543361202075824
M,1909,s,21353,0.13021471737924054
M,1909,t,11781,0.07184281297451565
M,1909,u,7,4.2687351737680126e-05
M,1909,v,17,0.00010366928279150888
M,1909,w,1008,0.006146978650225938
M,1909,x,683,0.004165065890976503
M,1909,y,12690,0.07738607050730868
M,1909,z,39,0.00023782953110993213
M,1910,a,977,0.0050309477955488725
M,1910,b,411,0.002116396667318922
M,1910,c,482,0.002482002904252361
M,1910,d,22111,0.11385802119486298
M,1910,e,28655,0.14755558759616474
M,1910,f,152,0.0007827063100546864
M,1910,g,437,0.0022502806414072237
M,1910,h,8848,0.0455617462589728
M,1910,i,164,0.0008444989134800564
M,1910,k,7104,0.03658122122781903
M,1910,l,12626,0.06501611757072678
M,1910,m,11272,0.05804385215089754
M,1910,n,27851,0.14341548316666494
M,1910,o,3314,0.017065057312639676
M,1910,p,616,0.0031720203091689923
M,1910,r,12522,0.06448058167437358
M,1910,s,25404,0.13081494145150827
M,1910,t,14153,0.07287922635660511
M,1910,u,24,0.00012358520685073996
M,1910,v,22,0.0001132864396131783
M,1910,w,1229,0.006328592467481643
M,1910,x,770,0.00396502538646124
M,1910,y,15021,0.07734889133770688
M,1910,z,33,0.00016992965941976747
M,1911,a,950,0.004204730543162665
M,1911,b,434,0.0019208979534027337
M,1911,c,566,0.002505134197294809
M,1911,d,27100,0.11994547128390341
M,1911,e,30469,0.13485677359960344
M,1911,f,174,0.0007701295942213725
M,1911,g,617,0.0027308618369803837
M,1911,h,10945,0.04844292188938461
M,1911,i,202,0.0008940584944409037
M,1911,k,8055,0.03565168897386871
M,1911,l,15100,0.06683308547553289
M,1911,m,13122,0.05807839388145315
M,1911,n,33511,0.14832076340202535
M,1911,o,3968,0.01756249557396785
M,1911,p,872,0.003859500035408257
M,1911,r,15042,0.06657637561079244
M,1911,s,28852,0.1276998796119255
M,1911,t,16437,0.07275069046101551
M,1911,u,27,0.00011950286806883365
M,1911,v,28,0.0001239289002195312
M,1911,w,1557,0.0068913320586360734
M,1911,x,906,0.004009985128531974
M,1911,y,16935,0.07495485447206289
M,1911,z,67,0.00029654415409673536
M,1912,a,1655,0.0038494996813405098
M,1912,b,923,0.002146881091164526
M,1912,c,1052,0.0024469327279578344
M,1912,d,54087,0.12580537115689677
M,1912,e,54713,0.1272614356889325
M,1912,f,335,0.000779203862990375
M,1912,g,1202,0.002795829980043077
M,1912,h,21179,0.04926196601275568
M,1912,i,410,0.0009536524890329964
M,1912,k,14718,0.034233798374604
M,1912,l,29340,0.06824430250787344
M,1912,m,23635,0.05497457702023139
M,1912,n,64657,0.15039099752050353
M,1912,o,7539,0.01753557588980429
M,1912,p,1640,0.0038146099561319857
M,1912,r,29190,0.0678954052557882
M,1912,s,53900,0.1253704125826305
M,1912,t,31738,0.07382200657787619
M,1912,u,94,0.00021864227797341868
M,1912,v,73,0.00016979666268148472
M,1912,w,4454,0.010359922405251135
M,1912,x,1711,0.003979754655452333
M,1912,y,31559,0.07340565585705447
M,1912,z,122,0.00028376976502933064
M,1913,a,2071,0.004041117541689269
M,1913,b,1011,0.0019727522137362873
M,1913,c,1171,0.0022849583009744733
M,1913,d,65202,0.12722788312565125
M,1913,e,63543,0.1239906962586003
M,1913,f,351,0.0006849021038787704
M,1913,g,1325,0.0025854566599412274
M,1913,h,25151,0.04907684562579759
M,1913,i,538,0.0010497929683384003
M,1913,k,17499,0.03414558950363135
M,1913,l,35897,0.07004538695993225
M,1913,m,28063,0.054758996413532574
M,1913,n,77388,0.15100627924492957
M,1913,o,9521,0.0185782134787173
M,1913,p,1925,0.0037562294870844243
M,1913,r,34612,0.06753798182180057
M,1913,s,63881,0.12465023161789097
M,1913,t,38420,0.0749684866980694
M,1913,u,94,0.00018342107625243424
M,1913,v,77,0.00015024917948337698
M,1913,w,5373,0.01048427066706733
M,1913,x,2143,0.004181610280946452
M,1913,y,37091,0.07237522488594722
M,1913,z,135,0.0002634238861072194
M,1914,a,2436,0.0037205267386131416
M,1914,b,1363,0.00208172329422402
M,1914,c,1565,0.0023902398792814313
M,1914,d,83265,0.12717145274656128
M,1914,e,80953,0.12364031242649821
M,1914,f,441,0.0006735436337144481
M,1914,g,1682,0.0025689351290424075
M,1914,h,32693,0.04993234017466315
M,1914,i,659,0.0010064971760041298
M,1914,k,22407,0.03422243129396743
M,1914,l,45481,0.06946357824255513
M,1914,m,35339,0.053973601976949837
M,1914,n,100049,0.15280582088321273
M,1914,o,12705,0.019404471352249576
M,1914,p,2524,0.003854930003390628
M,1914,r,44119,0.06738338225815813
M,1914,s,80862,0.12350132723223968
M,1914,t,50096,0.07651211309423807
M,1914,u,168,0.0002565880509388373
M,1914,v,85,0.00012982133529643557
M,1914,w,5757,0.00879272267413623
M,1914,x,2864,0.00437421534457637
M,1914,y,47058,0.07187214583976076
M,1914,z,175,0.00026727921972795554
M,1915,a,3271,0.0038543705451147534
M,1915,b,1577,0.0018582520176233463
M,1915,c,1946,0.002293061779514922
M,1915,d,112887,0.13301997179039105
M,1915,e,102862,0.12120705075255082
M,1915,f,567,0.0006681223170529089
M,1915,g,2196,0.00258764833906206
M,1915,h,41641,0.04906751570440949
M,1915,i,903,0.0010640466530842624
M,1915,k,28294,0.03334012846330689
M,1915,l,59797,0.07046157000496084
M,1915,m,45491,0.05360414872143541
M,1915,n,128602,0.15153768292352415
M,1915,o,16452,0.019386152310678056
M,1915,p,3119,0.0036752619169100934
M,1915,r,56984,0.06714688203693644
M,1915,s,104404,0.12302406065183757
M,1915,t,66057,0.07783801745602117
M,1915,u,248,0.00029222986707076086
M,1915,v,102,0.00012019131629523229
M,1915,w,6840,0.008059888269209696
M,1915,x,3491,0.0041136067175162345
M,1915,y,60643,0.07145845092246836
M,1915,z,273,0.00032168852302547464
M,1916,a,3509,0.003942067670102073
M,1916,b,1601,0.0017985894385390197
M,1916,c,1978,0.0022221173700375896
M,1916,d,118342,0.13294732750504976
M,1916,e,108124,0.12146826012029541
M,1916,f,594,0.00066730926076963
M,1916,g,2175,0.002443430374030211
M,1916,h,43647,0.04903374967140074
M,1916,i,941,0.0010571347043505418
M,1916,k,29601,0.03325424482835323
M,1916,l,62144,0.0698135803051648
M,1916,m,47483,0.05334317445980529
M,1916,n,135472,0.15219144810603252
M,1916,o,17041,0.019144136553493712
M,1916,p,3251,0.003652226274010214
M,1916,r,59157,0.06645793592482997
M,1916,s,109404,0.12290623293811549
M,1916,t,69995,0.07863352139321592
M,1916,u,271,0.0003044458075228447
M,1916,v,111,0.0001246992052953349
M,1916,w,7812,0.008776127853758165
M,1916,x,3824,0.0042959437932374835
M,1916,y,63414,0.07124031896034565
M,1916,z,251,0.00028197748224440596
M,1917,a,3560,0.003846519548098782
M,1917,b,1647,0.0017795555325052512
M,1917,c,2053,0.002218231638271573
M,1917,d,124644,0.13467572543629905
M,1917,e,112171,0.12119886073870463
M,1917,f,572,0.0006180362869417144
M,1917,g,2308,0.002493754808149435
M,1917,h,44854,0.04846398534000639
M,1917,i,1021,0.0011031731625305778
M,1917,j,5,5.402415095644357e-06
M,1917,k,30935,0.033424742196751636
M,1917,l,63870,0.06901045043176102
M,1917,m,49858,0.05387072236772727
M,1917,n,139856,0.15111203312328744
M,1917,o,18060,0.01951352332546742
M,1917,p,3392,0.003664998400885132
M,1917,r,61218,0.06614500946503125
M,1917,s,112997,0.12209133971250508
M,1917,t,74584,0.08058674549870774
M,1917,u,362,0.00039113485292465144
M,1917,v,115,0.00012425554719982021
M,1917,w,7619,0.00823220012274287
M,1917,x,3807,0.004113398853823613
M,1917,y,65737,0.07102771222847462
M,1917,z,267,0.00028848896610740864
M,1918,a,3723,0.003672611766562759
M,1918,b,1869,0.001843704375961804
M,1918,c,2173,0.00214358994594168
M,1918,d,137073,0.1352178116245117
M,1918,e,124155,0.12247464783174841
M,1918,f,542,0.0005346644043720159
M,1918,g,2652,0.0026161070117981296
M,1918,h,48202,0.04754961922424338
M,1918,i,1141,0.0011255573531152587
M,1918,k,33948,0.0334885372686738
M,1918,l,68299,0.06737462021070907
M,1918,m,53057,0.052338910152704886
M,1918,n,153451,0.15137414670717753
M,1918,o,18607,0.018355167107288007
M,1918,p,3626,0.003576924594562601
M,1918,r,66943,0.0660369727340883
M,1918,s,125228,0.12353312551789448
M,1918,t,83173,0.08204731089452709
M,1918,u,321,0.0003166554867221718
M,1918,v,99,9.76601033816044e-05
M,1918,w,9022,0.008899893461705402
M,1918,x,4081,0.004025766483841692
M,1918,y,72067,0.07109162293335437
M,1918,z,268,0.00026437280511383814
M,1919,a,3664,0.003737955448549553
M,1919,b,1807,0.0018434731155919874
M,1919,c,2147,0.0021903357936779175
M,1919,d,133562,0.13625786179562646
M,1919,e,122770,0.12524803231944012
M,1919,f,517,0.0005274353075600761
M,1919,g,2390,0.0024382405900746263
M,1919,h,45401,0.0463173895522921
M,1919,i,1112,0.0011344449942104538
M,1919,k,31883,0.03252653754533444
M,1919,l,65850,0.06717913927046618
M,1919,m,51379,0.052416051580520595
M,1919,n,147848,0.1508322153813194
M,1919,o,18447,0.018819340654856333
M,1919,p,3388,0.0034563845686915624
M,1919,r,63471,0.06475212070821197
M,1919,s,121359,0.12380855220538352
M,1919,t,82292,0.08395301030896284
M,1919,u,327,0.00033360028157087987
M,1919,v,103,0.0001050789877730906
M,1919,w,7132,0.00727595476502604
M,1919,x,3886,0.003964436373652719
M,1919,y,69223,0.07062022107394807
M,1919,z,257,0.0002621873772590707
M,1920,a,3698,0.003474035856409023
M,1920,b,1953,0.0018347193151884323
M,1920,c,2218,0.0020836699647147684
M,1920,d,147241,0.13832355693172552
M,1920,e,130542,0.12263590826591311
M,1920,f,502,0.0004715970794800783
M,1920,g,2607,0.0024491107294911637
M,1920,h,48986,0.04601923214225322
M,1920,i,1191,0.0011188687682485523
M,1920,k,34534,0.03244249709714148
M,1920,l,71098,0.06679205011329603
M,1920,m,57661,0.05416884302769082
M,1920,n,161222,0.1514578174261697
M,1920,o,20427,0.01918986761462064
M,1920,p,3687,0.003463702055862647
M,1920,r,66123,0.06211835395709406
M,1920,s,134111,0.12598875682500554
M,1920,t,92143,0.08656248943134034
M,1920,u,370,0.0003475914729235637
M,1920,v,71,6.669998534479196e-05
M,1920,w,6298,0.005916570531007038
M,1920,x,3988,0.0037464724162680325
M,1920,y,73507,0.06905515243295242
M,1920,z,290,0.0002724365598590094
M,1921,a,3910,0.003550111043115236
M,1921,b,2052,0.0018631273300441086
M,1921,c,2196,0.0019938731075910634
M,1921,d,154092,0.13990887745670408
M,1921,e,132807,0.12058301721304479
M,1921,f,474,0.0004303715177587268
M,1921,g,2501,0.0022707999280898224
M,1921,h,51305,0.04658272303504532
M,1921,i,1203,0.0010922720165901865
M,1921,j,12,1.089548146224625e-05
M,1921,k,36405,0.03305416688608956
M,1921,l,73548,0.06677840588210726
M,1921,m,59405,0.05393717302206153
M,1921,n,167923,0.1524668277987314
M,1921,o,21561,0.019576456317290946
M,1921,p,3754,0.003408469784106035
M,1921,r,66226,0.060130346276560005
M,1921,s,138184,0.12546510086491963
M,1921,t,96853,0.087938338838578
M,1921,u,407,0.00036953841292785194
M,1921,v,78,7.082062950460062e-05
M,1921,w,6101,0.005539444366763697
M,1921,x,3929,0.003567362222097126
M,1921,y,76193,0.06917995158774404
M,1921,z,255,0.0002315289810727328
M,1922,a,3696,0.0033958727650269206
M,1922,b,1991,0.001829324316874621
M,1922,c,2168,0.0019919513405244494
M,1922,d,153937,0.14143681434792996
M,1922,e,133107,0.12229827817490214
M,1922,f,456,0.00041897131516565906
M,1922,g,2322,0.0021334460390672375
M,1922,h,50898,0.04676491666513534
M,1922,i,1288,0.00118341020599423
M,1922,k,35902,0.032986640695345376
M,1922,l,72153,0.06629394145427149
M,1922,m,58440,0.05369448170675683
M,1922,n,162482,0.14928793252356715
M,1922,o,21255,0.019529024789136148
M,1922,p,3805,0.003496021610099414
M,1922,r,64141,0.058932541943071355
M,1922,s,137325,0.1261737628401845
M,1922,t,96969,0.08909480144802366
M,1922,u,399,0.0003665999007699517
M,1922,v,71,6.523456880868814e-05
M,1922,w,5882,0.005404362446939488
M,1922,x,3873,0.003558499788676749
M,1922,y,75556,0.0694206067733696
M,1922,z,264,0.00024256234035906576
M,1923,a,3718,0.003391633302226637
M,1923,b,2038,0.0018591039994453704
M,1923,c,2173,0.0019822536755617222
M,1923,d,157925,0.14406231556055452
M,1923,e,132558,0.12092203530838047
M,1923,f,508,0.0004634076701267165
M,1923,g,2294,0.002092632274154897
M,1923,h,51602,0.04707236731078509
M,1923,i,1164,0.0010618238740698778
M,1923,j,7,6.385538761588613e-06
M,1923,k,35975,0.032817108135450045
M,1923,l,72082,0.06575462928754719
M,1923,m,59353,0.05414298315950985
M,1923,n,163663,0.149296632905411
M,1923,o,21936,0.020010454039172544
M,1923,p,3744,0.0034153510176268232
M,1923,r,62594,0.057099487606125376
M,1923,s,138171,0.12604232517535147
M,1923,t,98732,0.09006528757273813
M,1923,u,393,0.00035850239047204637
M,1923,v,66,6.0206508323549776e-05
M,1923,w,5602,0.005110255448917058
M,1923,x,3705,0.0033797744445265444
M,1923,y,75960,0.06929221776146728
M,1923,z,264,0.0002408260332941991
M,1924,a,3795,0.0033504874760632167
M,1924,b,2319,0.0020473729794441634
M,1924,c,2176,0.0019211227267229409
M,1924,d,165129,0.14578725861260683
M,1924,e,135115,0.11928883144355246
M,1924,f,462,0.0004078854318685655
M,1924,g,2153,0.0019008167420195275
M,1924,h,52048,0.04595156051492446
M,1924,i,1189,0.0010497311222764597
M,1924,j,6,5.297213400890461e-06
M,1924,k,37094,0.03274913898210513
M,1924,l,73851,0.06520075114486025
M,1924,m,60750,0.053634285684015924
M,1924,n,169990,0.15007888433622826
M,1924,o,22846,0.02017002289279058
M,1924,p,3937,0.003475854859884291
M,1924,r,63824,0.056348224683072136
M,1924,s,143254,0.12647450142186037
