gender,year,ending,counts,prop
F,1945,g,66,5.048577257383353e-05
F,1945,h,49485,0.03785285539115382
F,1945,i,9374,0.007170509577380538
F,1945,k,88,6.731436343177804e-05
F,1945,l,59101,0.04520847946797175
F,1945,m,1319,0.0010089505155285823
F,1945,n,189188,0.14471670214694574
F,1945,o,5573,0.0042629880386965795
F,1945,p,13,9.944167325149028e-06
F,1945,r,6133,0.004691352169626076
F,1945,s,39709,0.030374841562641752
F,1945,t,33006,0.025247475902605298
F,1945,u,893,0.0006830878016429294
F,1945,v,11,8.414295428972255e-06
F,1945,w,40,3.059743792353547e-05
F,1945,x,35,2.6772758183093538e-05
F,1945,y,206798,0.15818722419278222
F,1945,z,575,0.0004398381701508224
F,1946,a,486141,0.30953452760329947
F,1946,b,31,1.9738245397327695e-05
F,1946,c,23,1.4644504649630226e-05
F,1946,d,5289,0.00336759935182149
F,1946,e,357127,0.2273890440003693
F,1946,g,79,5.0300689883512516e-05
F,1946,h,55415,0.03528370544170691
F,1946,i,12833,0.008170996876900203
F,1946,k,129,8.21365695566217e-05
F,1946,l,70386,0.044816004533429266
F,1946,m,1721,0.0010957909783484183
F,1946,n,234744,0.14946563475968686
F,1946,o,7287,0.004639761103558933
F,1946,p,26,1.655465743001678e-05
F,1946,r,7692,0.004897631728911118
F,1946,s,45182,0.028768174307808387
F,1946,t,37846,0.024097214042169805
F,1946,u,980,0.0006239832415929401
F,1946,v,16,1.018748149539494e-05
F,1946,w,52,3.310931486003356e-05
F,1946,x,31,1.9738245397327695e-05
F,1946,y,246828,0.15715973015908388
F,1946,z,697,0.0004437921626431421
F,1947,a,588945,0.3323156040414254
F,1947,b,41,2.3134485844515944e-05
F,1947,c,10,5.642557523052669e-06
F,1947,d,5475,0.003089300243871336
F,1947,e,390274,0.22021434947518573
F,1947,g,132,7.448175930429523e-05
F,1947,h,61369,0.034627811263221925
F,1947,i,16010,0.009033734594407324
F,1947,k,111,6.263238850588463e-05
F,1947,l,75163,0.04241115511052077
F,1947,m,1956,0.001103684251509102
F,1947,n,256852,0.1449302184911124
F,1947,o,8327,0.004698557649445957
F,1947,p,27,1.5234905312242205e-05
F,1947,r,8211,0.004633103982178546
F,1947,s,48773,0.027520445807184782
F,1947,t,41110,0.02319655397726952
F,1947,u,1055,0.0005952898186820565
F,1947,v,24,1.3542138055326406e-05
F,1947,w,43,2.4262997349126476e-05
F,1947,x,59,3.329108938601074e-05
F,1947,y,267588,0.15098806824786176
F,1947,z,691,0.0003899007248429394
F,1948,a,576963,0.3398570035059941
F,1948,b,36,2.1205609590590365e-05
F,1948,c,10,5.890447108497323e-06
F,1948,d,4923,0.0028998671115132322
F,1948,e,371734,0.2189679465430144
F,1948,g,119,7.009632059111815e-05
F,1948,h,61356,0.03614142727889618
F,1948,i,15685,0.009239166289678052
F,1948,k,97,5.713733695242404e-05
F,1948,l,67893,0.039992012553720875
F,1948,m,1770,0.0010426091382040262
F,1948,n,247843,0.14599060827113022
F,1948,o,7441,0.0043830816934328585
F,1948,p,25,1.4726117771243308e-05
F,1948,r,7754,0.004567452687928825
F,1948,s,44398,0.026152407072306417
F,1948,t,37714,0.022215232224986805
F,1948,u,958,0.0005643048329940436
F,1948,v,16,9.424715373595717e-06
F,1948,w,34,2.00275201688909e-05
F,1948,x,59,3.475363794013421e-05
F,1948,y,250175,0.14736426053683177
F,1948,z,661,0.0003893585538716731
F,1949,a,578201,0.33820696803417394
F,1949,b,34,1.9887611597285224e-05
F,1949,c,11,6.434227281474631e-06
F,1949,d,4853,0.002838664090636035
F,1949,e,375184,0.2194562843975253
F,1949,g,130,7.604086787197292e-05
F,1949,h,69778,0.04081522829515789
F,1949,i,16748,0.009796403500921556
F,1949,k,206,0.000120495529089434
F,1949,l,64868,0.03794322320860876
F,1949,m,1537,0.0008990370301478644
F,1949,n,251707,0.14723091330346683
F,1949,o,7371,0.0043115172083408645
F,1949,p,34,1.9887611597285224e-05
F,1949,r,8355,0.004887088085156413
F,1949,s,41258,0.024133031743552757
F,1949,t,38461,0.022496983224799618
F,1949,u,965,0.0005644572115111835
F,1949,v,8,4.679438022890641e-06
F,1949,w,39,2.2812260361591876e-05
F,1949,x,43,2.5151979373037194e-05
F,1949,y,249161,0.14574168215268188
F,1949,z,655,0.00038312898812417124
F,1950,a,576481,0.3365327866125005
F,1950,b,17,9.924103955572705e-06
F,1950,c,16,9.340333134656664e-06
F,1950,d,4413,0.002576180632702491
F,1950,e,376863,0.22000162288288214
F,1950,g,109,6.363101947984852e-05
F,1950,h,77899,0.04547516317853872
F,1950,i,18111,0.010572673337610427
F,1950,k,202,0.00011792170582504038
F,1950,l,65088,0.037996475191783306
F,1950,m,1608,0.0009387034800329947
F,1950,n,251970,0.14709273374621498
F,1950,o,7248,0.004231170909999468
F,1950,p,36,2.1015749552977494e-05
F,1950,r,8398,0.004902507354052917
F,1950,s,39035,0.022787493994457682
F,1950,t,38183,0.02229012125503721
F,1950,u,918,0.0005359016136009261
F,1950,w,42,2.4518374478473744e-05
F,1950,x,54,3.152362432946624e-05
F,1950,y,245709,0.14343774463645964
F,1950,z,601,0.0003508462633705409
F,1951,a,607711,0.3378918532118049
F,1951,b,8,4.448059728546035e-06
F,1951,c,23,1.278817171956985e-05
F,1951,d,4131,0.002296866842327959
F,1951,e,396178,0.22027792589198888
F,1951,g,114,6.3384851131781e-05
F,1951,h,91601,0.05093083989931817
F,1951,i,21893,0.012172671454632293
F,1951,k,189,0.00010508541108690008
F,1951,l,65762,0.03656416298358054
F,1951,m,1842,0.0010241657524977246
F,1951,n,263348,0.14642345417414265
F,1951,o,7651,0.004254013122888214
F,1951,p,22,1.2232164253501595e-05
F,1951,r,8724,0.004850609133979451
F,1951,s,38694,0.021514152892045033
F,1951,t,38282,0.021285077816024914
F,1951,u,879,0.0004887305626739955
F,1951,v,5,2.780037330341272e-06
F,1951,w,40,2.2240298642730175e-05
F,1951,x,65,3.614048529443653e-05
F,1951,y,250728,0.13940663995236127
F,1951,z,647,0.0003597368305461606
F,1952,a,624825,0.3369369621991052
F,1952,b,12,6.471001554658123e-06
F,1952,c,23,1.2402752979761404e-05
F,1952,d,4168,0.002247594539984588
F,1952,e,411494,0.2218981928110408
F,1952,f,5,2.6962506477742183e-06
F,1952,g,202,0.00010892852617007841
F,1952,h,99754,0.05379235742361387
F,1952,i,25389,0.013691021539267925
F,1952,k,212,0.00011432102746562685
F,1952,l,66618,0.03592376513068457
F,1952,m,2716,0.0014646033518709552
F,1952,n,266976,0.14396684258803394
F,1952,o,8820,0.004756186142673721
F,1952,p,20,1.0785002591096872e-05
F,1952,r,9388,0.0050624802162608715
F,1952,s,36780,0.01983361976502715
F,1952,t,38788,0.020916434025173274
F,1952,u,1023,0.000551652882534605
F,1952,w,31,1.6716754016200152e-05
F,1952,x,64,3.451200829150999e-05
F,1952,y,256538,0.13833814973574046
F,1952,z,581,0.00031330432527136413
F,1953,a,644516,0.3428145305073423
F,1953,b,34,1.8084413788408104e-05
F,1953,c,31,1.6488730218842684e-05
F,1953,d,4102,0.002181831334119119
F,1953,e,408031,0.21702945419111608
F,1953,f,5,2.659472615942368e-06
F,1953,g,174,9.254964703479441e-05
F,1953,h,100084,0.05323413145879519
F,1953,i,31244,0.01661851248250067
F,1953,k,178,9.46772251275483e-05
F,1953,l,65469,0.03482260253862618
F,1953,m,3200,0.0017020624742031156
F,1953,n,272159,0.1447598815364518
F,1953,o,9145,0.0048641754145585915
F,1953,p,23,1.2233574033334893e-05
F,1953,r,9209,0.004898216664042654
F,1953,s,35513,0.018889170201992263
F,1953,t,37709,0.020057210574914153
F,1953,u,2145,0.001140913752239276
F,1953,v,8,4.255156185507789e-06
F,1953,w,55,2.9254198775366052e-05
F,1953,x,78,4.148777280870094e-05
F,1953,y,256335,0.1363431826015174
F,1953,z,625,0.00033243407699279603
F,1954,a,664649,0.3423269511867249
F,1954,b,57,2.9357805725493185e-05
F,1954,c,26,1.3391279804610928e-05
F,1954,d,3886,0.0020014812815660793
F,1954,e,413383,0.2129125930565184
F,1954,f,10,5.150492232542664e-06
F,1954,g,190,9.785935241831061e-05
F,1954,h,102879,0.05298774903917567
F,1954,i,38364,0.019759348400926677
F,1954,k,217,0.00011176568144617581
F,1954,l,69756,0.035927773617324604
F,1954,m,4635,0.0023872531497835248
F,1954,n,284395,0.1464774238473971
F,1954,o,9749,0.005021214877505844
F,1954,p,27,1.3906329027865194e-05
F,1954,r,9706,0.00499906776090591
F,1954,s,33355,0.017179466841646056
F,1954,t,37421,0.019273656983397905
F,1954,u,2320,0.001194914197949898
F,1954,v,13,6.695639902305463e-06
F,1954,w,39,2.008691970691639e-05
F,1954,x,70,3.605344562779865e-05
F,1954,y,265770,0.1368846320642864
F,1954,z,645,0.0003322067489990018
F,1955,a,670142,0.3428699191817071
F,1955,b,95,4.860558258139644e-05
F,1955,c,15,7.674565670746807e-06
F,1955,d,3701,0.0018935711698289288
F,1955,e,419420,0.21459108890830839
F,1955,f,20,1.023275422766241e-05
F,1955,g,237,0.00012125813759779955
F,1955,h,100301,0.05131777408943836
F,1955,i,43481,0.02224651932864946
F,1955,k,206,0.00010539736854492282
F,1955,l,74200,0.03796351818462754
F,1955,m,7504,0.003839329386218936
F,1955,n,280592,0.14356144871241253
F,1955,o,9201,0.004707578582436091
F,1955,p,38,1.9442233032558576e-05
F,1955,r,9850,0.005039631457123737
F,1955,s,31859,0.016300265846954834
F,1955,t,36227,0.018535099370276305
F,1955,u,1868,0.000955739244863669
F,1955,v,17,8.697841093513048e-06
F,1955,w,63,3.223317581713659e-05
F,1955,x,90,4.6047394024480844e-05
F,1955,y,264673,0.13541668798490464
F,1955,z,708,0.0003622394996592493
F,1956,a,685034,0.34125163892287397
F,1956,b,192,9.564534705312701e-05
F,1956,c,33,1.6439044024756205e-05
F,1956,d,3923,0.0019542536275490483
F,1956,e,427350,0.21288562012059284
F,1956,f,6,2.988917095410219e-06
F,1956,g,353,0.0001758479557799679
F,1956,h,94459,0.04705501998589231
F,1956,i,50778,0.025295205378456684
F,1956,k,258,0.00012852343510263943
F,1956,l,76024,0.03787157221024441
F,1956,m,12208,0.0060814499834613255
F,1956,n,292974,0.14594583285178558
F,1956,o,8451,0.004209889728885294
F,1956,p,41,2.0424266818636497e-05
F,1956,r,10616,0.005288390647479147
F,1956,s,32126,0.01600365843452478
F,1956,t,34502,0.017187269604307227
F,1956,u,1748,0.0008707711804628437
F,1956,v,34,1.693719687399124e-05
F,1956,w,67,3.337624089874744e-05
F,1956,x,76,3.7859616541862775e-05
F,1956,y,275382,0.13718232792804283
F,1956,z,781,0.0003890573752525635
F,1957,a,689222,0.33719556375958115
F,1957,b,480,0.00023483561262495825
F,1957,c,37,1.81019118065072e-05
F,1957,d,3720,0.0018199759978434263
F,1957,e,437800,0.21418964834834733
F,1957,f,7,3.4246860174473075e-06
F,1957,g,347,0.00016976657829345938
F,1957,h,87018,0.04257276112374712
F,1957,i,58835,0.028784485976644618
F,1957,k,262,0.00012818110522445637
F,1957,l,78251,0.03828358650732418
F,1957,m,14770,0.007226087496813819
F,1957,n,289322,0.14154814399141286
F,1957,o,7231,0.0035377006560230687
F,1957,p,57,2.788672899921379e-05
F,1957,r,11390,0.005572453391246405
F,1957,s,29777,0.01456812507736121
F,1957,t,33086,0.016187023081894517
F,1957,u,1560,0.0007632157410311142
F,1957,v,75,3.669306447264972e-05
F,1957,w,69,3.3757619314837744e-05
F,1957,x,80,3.9139268770826374e-05
F,1957,y,299621,0.1465868356047971
F,1957,z,966,0.00047260667040772844
F,1958,a,665578,0.33103122419950065
F,1958,b,683,0.00033969621310839444
F,1958,c,36,1.7904924849051536e-05
F,1958,d,3761,0.0018705672877023008
F,1958,e,437614,0.2176512717470233
F,1958,f,15,7.460385353771474e-06
F,1958,g,326,0.00016213904168863337
F,1958,h,79917,0.03974744108782366
F,1958,i,68650,0.03414369696909411
F,1958,k,318,0.00015816016949995524
F,1958,l,75168,0.03738548308481961
F,1958,m,15166,0.007542946951686545
F,1958,n,277367,0.13795098029463548
F,1958,o,6681,0.003322855636569814
F,1958,p,39,1.939700191980583e-05
F,1958,r,11592,0.005765385801394595
F,1958,s,28044,0.013947936457411146
F,1958,t,31726,0.015779212382250253
F,1958,u,1459,0.000725646815410172
F,1958,v,116,5.7693646735832726e-05
F,1958,w,68,3.3820413603764015e-05
F,1958,x,70,3.481513165093354e-05
F,1958,y,305011,0.15169997314261272
F,1958,z,1215,0.0006042912136554894
F,1959,a,683568,0.3379167121873716
F,1959,b,713,0.00035246620056760404
F,1959,c,61,3.0154892334675802e-05
F,1959,d,3977,0.0019660001117214046
F,1959,e,434526,0.2148046679773334
F,1959,f,12,5.932109967477207e-06
F,1959,g,389,0.00019229923144571947
F,1959,h,76992,0.03806041755133376
F,1959,i,74223,0.036691583176338395
F,1959,k,325,0.00016066131161917435
F,1959,l,70726,0.03496286746331608
F,1959,m,16729,0.008269855637160517
F,1959,n,272279,0.13459908081956054
F,1959,o,5553,0.0027450838874500776
F,1959,p,50,2.471712486448836e-05
F,1959,r,12393,0.006126386568912086
F,1959,s,26790,0.013243435502392865
F,1959,t,31488,0.01556585655466019
F,1959,u,1277,0.0006312753690390328
F,1959,v,126,6.228715465851067e-05
F,1959,w,77,3.806437229131208e-05
F,1959,x,79,3.9053057285891614e-05
F,1959,y,309270,0.15288530413680632
F,1959,z,1266,0.0006258376015688454
F,1960,a,691247,0.34185252479894285
F,1960,b,694,0.0003432140062965428
F,1960,c,49,2.4232689205375504e-05
F,1960,d,3729,0.0018441571029968419
F,1960,e,435013,0.21513336386322476
F,1960,f,20,9.89089355321449e-06
F,1960,g,318,0.0001572652074961104
F,1960,h,73247,0.03622391400461509
F,1960,i,80812,0.03996514449111847
F,1960,k,315,0.00015578157346312824
F,1960,l,68482,0.033867408615561735
F,1960,m,17417,0.008613484650816839
F,1960,n,264258,0.13068738742926775
F,1960,o,4932,0.0024390943502226935
F,1960,p,47,2.3243599850054052e-05
F,1960,r,13677,0.00676388755636573
F,1960,s,25810,0.0127641981304233
F,1960,t,30738,0.01520131430193535
F,1960,u,1161,0.0005741663707641013
F,1960,v,122,6.033445067460839e-05
F,1960,w,63,3.115631469262565e-05
F,1960,x,74,3.6596306146893616e-05
F,1960,y,308504,0.15256901123704417
F,1960,z,1333,0.0006592280553217459
F,1961,a,694163,0.34419678673041243
F,1961,b,602,0.00029849828586615574
F,1961,c,102,5.0576121525494825e-05
F,1961,d,3662,0.0018157819316310007
F,1961,e,439206,0.21777780422280865
F,1961,f,11,5.45428761549454e-06
F,1961,g,278,0.00013784472337340746
F,1961,h,71926,0.035664099184732755
F,1961,i,86247,0.04276508581577797
F,1961,j,9,4.462598958131897e-06
F,1961,k,345,0.00017106629339505604
F,1961,l,66982,0.0332126448237323
F,1961,m,15886,0.007876983005431479
F,1961,n,262236,0.1300282333760751
F,1961,o,4404,0.0021836984235125414
F,1961,p,53,2.627974942011006e-05
F,1961,r,15796,0.00783235701585016
F,1961,s,24108,0.011953815075849307
F,1961,t,29776,0.014764260730815038
F,1961,u,1102,0.0005464204502068166
F,1961,v,98,4.859274421076954e-05
F,1961,w,68,3.371741435032989e-05
F,1961,x,69,3.421325867901121e-05
F,1961,y,298293,0.14790689233533752
F,1961,z,1340,0.0006644314004329712
F,1962,a,682440,0.3470610372570359
F,1962,b,459,0.0002334286033951402
F,1962,c,73,3.7124810561754326e-05
F,1962,d,3668,0.0018653945909659572
F,1962,e,424720,0.21599519920257942
F,1962,f,17,8.645503829449638e-06
F,1962,g,328,0.0001668073680034989
F,1962,h,68639,0.034906984549976094
F,1962,i,87547,0.04452281904451926
F,1962,j,5,2.5427952439557757e-06
F,1962,k,342,0.00017392719468657504
F,1962,l,62543,0.03180680858854522
F,1962,m,15957,0.008115076741560463
F,1962,n,252472,0.12839692016640053
F,1962,o,4096,0.0020830578638485714
F,1962,p,48,2.4410834341975447e-05
F,1962,r,17769,0.009036585737970036
F,1962,s,22025,0.011201013049625192
F,1962,t,27678,0.014075897352441592
F,1962,u,846,0.00043024095527731724
F,1962,v,84,4.271896009845703e-05
F,1962,w,65,3.3056338171425084e-05
F,1962,x,47,2.390227529318429e-05
F,1962,y,293274,0.14914714647517724
F,1962,z,1198,0.0006092537404518039
F,1963,a,683517,0.3546951176795681
F,1963,b,354,0.00018369999818375706
F,1963,c,85,4.4108756626043366e-05
F,1963,d,3504,0.0018183186260900702
F,1963,e,409263,0.2123774360358163
F,1963,f,13,6.746045131041927e-06
F,1963,g,289,0.00014996977252854744
F,1963,h,66438,0.034476442032012576
F,1963,i,87303,0.04530384446733487
F,1963,k,337,0.00017487824685854842
F,1963,l,59642,0.030949817208123277
F,1963,m,14480,0.007514056422883623
F,1963,n,240356,0.12472710950128564
F,1963,o,3834,0.001989564387108827
F,1963,p,56,2.9059886718334454e-05
F,1963,r,19124,0.009923951314311216
F,1963,s,21124,0.010961804411394589
F,1963,t,25075,0.013012083204682792
F,1963,u,786,0.00040787626715376574
F,1963,v,49,2.5427400878542647e-05
F,1963,w,79,4.099519733479325e-05
F,1963,x,48,2.490847433000096e-05
F,1963,y,290135,0.15055875416114226
F,1963,z,1164,0.0006040305025025233
F,1964,a,671987,0.35474590041477566
F,1964,b,291,0.00015362061620343806
F,1964,c,112,5.912546053190742e-05
F,1964,d,3474,0.0018339450882843427
F,1964,e,407368,0.21505196969608986
F,1964,f,14,7.390682566488428e-06
F,1964,g,283,0.0001493973690225875
F,1964,h,63697,0.03362602195982953
F,1964,i,81809,0.04318745357727513
F,1964,k,335,0.00017684847569811595
F,1964,l,59171,0.03123671986726334
F,1964,m,13145,0.006939323024035028
F,1964,n,239090,0.12621702105869417
F,1964,o,3669,0.0019368867383175745
F,1964,p,39,2.0588330006646335e-05
F,1964,r,20728,0.010942433445583724
F,1964,s,19834,0.010470485573123677
F,1964,t,23334,0.012318156214745784
F,1964,u,631,0.0003331086213895856
F,1964,v,50,2.6395294880315814e-05
F,1964,w,86,4.53999071941432e-05
F,1964,x,52,2.7451106675528445e-05
F,1964,y,283974,0.14991154936685605
F,1964,z,1104,0.0005828081109573732
F,1965,a,639927,0.36260287905531174
F,1965,b,185,0.0001048268515396798
F,1965,c,108,6.119621603397523e-05
F,1965,d,3351,0.0018987825919430648
F,1965,e,372117,0.2108532622399515
F,1965,f,15,8.499474449163226e-06
F,1965,g,227,0.00012862537999733682
F,1965,h,57635,0.03265781399183484
F,1965,i,72868,0.041289313610775064
F,1965,j,5,2.8331581497210757e-06
F,1965,k,348,0.00019718780722058685
F,1965,l,54151,0.03068366939310919
F,1965,m,12519,0.007093661375271629
F,1965,n,221282,0.1253853803373158
F,1965,o,3307,0.0018738508002255194
F,1965,p,39,2.209863356782439e-05
F,1965,r,22816,0.012928267268807213
F,1965,s,17123,0.009702433399534796
F,1965,t,20222,0.011458424820731918
F,1965,u,475,0.0002691500242235022
F,1965,v,27,1.5299054008493807e-05
F,1965,w,81,4.589716202548142e-05
F,1965,x,49,2.776494986726654e-05
F,1965,y,265021,0.15016928119944584
F,1965,z,917,0.0005196012046588453
F,1966,a,615970,0.364123784470783
F,1966,b,100,5.911388289539799e-05
F,1966,c,145,8.571513019832708e-05
F,1966,d,3126,0.001847899979310141
F,1966,e,364307,0.21535601335973753
F,1966,f,11,6.502527118493778e-06
F,1966,g,213,0.0001259125705671977
F,1966,h,54971,0.032495492566429224
F,1966,i,71357,0.04218189341766914
F,1966,k,365,0.00021576567256820263
F,1966,l,50947,0.030116749918718412
F,1966,m,11199,0.00662016374545562
F,1966,n,196807,0.1163402595099459
F,1966,o,3105,0.0018354860639021075
F,1966,p,46,2.7192386131883073e-05
F,1966,r,26070,0.015410989270830254
F,1966,s,14985,0.008858215351875387
F,1966,t,18170,0.010740992522093814
F,1966,u,401,0.0002370466704105459
F,1966,v,19,1.1231637750125618e-05
F,1966,w,113,6.679868767179972e-05
F,1966,x,34,2.0098720184435315e-05
F,1966,y,258235,0.152652735494931
F,1966,z,954,0.0005639464428220968
F,1967,a,604764,0.3663957309448338
F,1967,b,87,5.2708872539040915e-05
F,1967,c,168,0.00010178265042021695
F,1967,d,3222,0.0019520458312734463
F,1967,e,357871,0.21681582671746105
F,1967,f,16,9.693585754306376e-06
F,1967,g,181,0.00010965868884559088
F,1967,h,52178,0.03161199484301238
F,1967,i,72912,0.04417367028237415
F,1967,k,436,0.0002641502118048487
F,1967,l,51691,0.03131694632661568
F,1967,m,9105,0.005516256143309972
F,1967,n,183453,0.11114483671154797
F,1967,o,3195,0.0019356879053130543
F,1967,p,38,2.3022266166477643e-05
F,1967,r,26964,0.016336115392444818
F,1967,s,13160,0.007972974282916994
F,1967,t,16383,0.009925625963300084
F,1967,u,376,0.00022779926522619983
F,1967,v,15,9.087736644662227e-06
F,1967,w,127,7.694283692480685e-05
F,1967,x,45,2.726320993398668e-05
F,1967,y,253317,0.15347187890772676
F,1967,z,872,0.0005283004236096974
F,1968,a,599300,0.3654319542286264
F,1968,b,32,1.9512468772427907e-05
F,1968,c,206,0.00012561151772250465
F,1968,d,2890,0.0017622198360098952
F,1968,e,353180,0.21535667878269024
F,1968,f,14,8.536705087937208e-06
F,1968,g,216,0.00013170916421388837
F,1968,h,48623,0.029648586535055064
F,1968,i,73922,0.04507502239360674
F,1968,k,470,0.00028658938509503487
F,1968,l,50686,0.030906531006227526
F,1968,m,7742,0.004720797913629277
F,1968,n,179473,0.10943629087481105
F,1968,o,3683,0.002245763202776624
F,1968,p,46,2.8049173860365116e-05
F,1968,r,37794,0.023045445149535635
F,1968,s,11997,0.00731534649571305
F,1968,t,14533,0.008861709645927961
F,1968,u,358,0.0002182957443915372
F,1968,v,14,8.536705087937208e-06
F,1968,w,155,9.451352061644767e-05
F,1968,x,59,3.5976114299163954e-05
F,1968,y,253687,0.15468936454596618
F,1968,z,897,0.0005469588902771198
F,1969,a,611152,0.3623348481210407
F,1969,b,39,2.3122004144174587e-05
F,1969,c,285,0.0001689684918228143
F,1969,d,2892,0.0017145855380757157
F,1969,e,364946,0.21636622883076767
F,1969,f,16,9.485950418122909e-06
F,1969,g,247,0.0001464393595797724
F,1969,h,48801,0.028932741647176
F,1969,i,77510,0.04595350105679417
F,1969,k,435,0.00025789927699271654
F,1969,l,50969,0.03021808792883166
F,1969,m,6934,0.004110973762454015
F,1969,n,180965,0.10728906358847576
F,1969,o,3478,0.002062008472139467
F,1969,p,37,2.1936260341909226e-05
F,1969,r,49568,0.02938747439534477
F,1969,s,11473,0.0068020193216952575
F,1969,t,14156,0.008392694632434243
F,1969,u,344,0.00020394793398964252
F,1969,v,12,7.114462813592181e-06
F,1969,w,150,8.893078516990227e-05
F,1969,x,33,1.9564772737378497e-05
F,1969,y,261291,0.15491209191885955
F,1969,z,972,0.0005762714879009666
F,1970,a,627312,0.35891294882570257
F,1970,b,30,1.7164327264217926e-05
F,1970,c,376,0.0002151262350448647
F,1970,d,2912,0.0016660840331134202
F,1970,e,371273,0.21242170921226608
F,1970,f,14,8.010019389968366e-06
F,1970,g,288,0.0001647775417364921
F,1970,h,47817,0.027358221226436955
F,1970,i,79838,0.04567885200402103
F,1970,j,5,2.860721210702988e-06
F,1970,k,529,0.00030266430409237613
F,1970,l,53648,0.03069439430235878
F,1970,m,6211,0.0035535878879352518
F,1970,n,183848,0.10518757462906458
F,1970,o,3714,0.0021249437153101794
F,1970,p,54,3.089578907559227e-05
F,1970,r,67541,0.038643194258418105
F,1970,s,11394,0.006519011494949969
F,1970,t,14183,0.008114721786280095
F,1970,u,385,0.00022027553322413008
F,1970,v,13,7.437875147827768e-06
F,1970,w,155,8.868235753179263e-05
F,1970,x,48,2.7462923622748683e-05
F,1970,y,275242,0.15747812549526236
F,1970,z,981,0.0005612735015399262
F,1971,a,604970,0.3637729150719494
F,1971,b,24,1.4431376699219443e-05
F,1971,c,374,0.00022488895356283632
F,1971,d,2719,0.0016349547185490693
F,1971,e,343750,0.20669940584819516
F,1971,f,5,3.006536812337384e-06
F,1971,g,263,0.00015814383632894638
F,1971,h,44592,0.026813497907149726
F,1971,i,75747,0.045547228784823965
F,1971,k,534,0.0003210981315576326
F,1971,l,52456,0.03154217900559396
F,1971,m,5129,0.0030841054620956883
F,1971,n,164339,0.09881825064054267
F,1971,o,3781,0.0022735431374895296
F,1971,p,42,2.5254909223634024e-05
F,1971,r,79600,0.047864066052411156
F,1971,s,10318,0.0062042893659394254
F,1971,t,12411,0.007462825675583855
F,1971,u,354,0.00021286280631348679
F,1971,v,9,5.411766262207291e-06
F,1971,w,229,0.0001376993860050522
F,1971,x,46,2.766013867350393e-05
F,1971,y,260386,0.1565720188834564
F,1971,z,965,0.000580261604781115
F,1972,a,557614,0.36659951980350336
F,1972,b,20,1.3148863543723916e-05
F,1972,c,357,0.00023470721425547189
F,1972,d,2459,0.0016166527727008554
F,1972,e,315376,0.2073417994482737
F,1972,f,5,3.287215885930979e-06
F,1972,g,294,0.00019328829409274157
F,1972,h,39234,0.025794125613723205
F,1972,i,68862,0.04527285206739581
F,1972,j,5,3.287215885930979e-06
F,1972,k,521,0.000342527895314008
F,1972,l,49488,0.032535547952590456
F,1972,m,4025,0.002646208788174438
F,1972,n,138531,0.0910762607787809
F,1972,o,3648,0.0023983527103752424
F,1972,p,32,2.1038181669958266e-05
F,1972,r,87655,0.05762818169625599
F,1972,s,8829,0.0058045658113769225
F,1972,t,11037,0.007256200346604043
F,1972,u,342,0.00022484556659767895
F,1972,v,5,3.287215885930979e-06
F,1972,w,256,0.00016830545335966613
F,1972,x,42,2.761261344182022e-05
F,1972,y,231523,0.15221321671167962
F,1972,z,884,0.000581179768632597
F,1973,a,535906,0.36758434831159337
F,1973,b,11,7.5450318366047905e-06
F,1973,c,341,0.0002338959869347485
F,1973,d,2275,0.0015604497662068998
F,1973,e,296727,0.20352860561638453
F,1973,g,243,0.00016667661239045127
F,1973,h,39225,0.026904897617347538
F,1973,i,64540,0.044268759521315745
F,1973,j,15,1.0288679777188351e-05
F,1973,k,478,0.00032786592889973544
F,1973,l,48628,0.03335452801367434
F,1973,m,3456,0.002370511820664196
F,1973,n,128552,0.08817535751447446
F,1973,o,3354,0.002300548798179315
F,1973,p,40,2.7436479405835606e-05
F,1973,r,89844,0.061625076393447345
F,1973,s,8462,0.005804187218304522
F,1973,t,11328,0.007770010967732642
F,1973,u,246,0.00016873434834588895
F,1973,v,18,1.234641573262602e-05
F,1973,w,273,0.00018725397194482797
F,1973,x,61,4.184063109389929e-05
F,1973,y,223085,0.15301667520627088
F,1973,z,805,0.0005521591480424415
F,1974,a,537989,0.3666705969832889
F,1974,b,28,1.9083618281288445e-05
F,1974,c,359,0.0002446792486779483
F,1974,d,2105,0.0014346791600754348
F,1974,e,289098,0.19703699563871166
F,1974,f,5,3.4077889788015077e-06
F,1974,g,249,0.00016970789114431509
F,1974,h,41927,0.028575673702842162
F,1974,i,63397,0.043208719577815836
F,1974,j,5,3.4077889788015077e-06
F,1974,k,577,0.000393258848153694
F,1974,l,50129,0.03416581074366816
F,1974,m,3301,0.0022498222838047556
F,1974,n,131622,0.08970800019356241
F,1974,o,3312,0.002257319419558119
F,1974,p,52,3.5441005379535686e-05
F,1974,r,95594,0.06515283592791027
F,1974,s,7904,0.005387032817689424
F,1974,t,10082,0.006871465696855361
F,1974,u,240,0.00016357387098247237
F,1974,v,22,1.4994271506726634e-05
F,1974,w,295,0.00020105954974928897
F,1974,x,53,3.612256317529599e-05
F,1974,y,228046,0.15542652909195373
F,1974,z,836,0.0005697823172556121
F,1975,a,538061,0.3692053173261861
F,1975,b,29,1.989914564047459e-05
F,1975,c,386,0.00026486449024907557
F,1975,d,2105,0.0014444035025241036
F,1975,e,282783,0.19403931385001122
F,1975,g,345,0.00023673121537805974
